sample	A.OX	AfsA	AMP.binding	ATd	Autoind_synth	Bacteriocin_II	BLS	botH	bt1fas	CAS	Chal_sti_synt_C	Chal_sti_synt_N	Cloacin	Condensation	cyanobactin_synth	cycdipepsynth	DUF1205	DUF692	ectoine_synt	fabH	fom1	ft1fas	Glyco_transf_28	Glycos_transf_1	Glycos_transf_2	goadsporin_like	hglD	hglE	indsynth	IucA_IucC	L_biotic_typeA	Lactococcin_972	LANC_like	Lant_dehyd_C	Lant_dehyd_N	Linocin_M18	LipM	LipV	LmbU	Lycopene_cycl	MGT	micJ25	mvd_mst	NAD_binding_4	NapT7	Neocarzinostat	novH	PF00067	PF00106	PF02441	PF04820	PF13561	PF13575	phosphonates	phytoene_synt	phzB	PKS_AT	PKS_KS	PP.binding	prnB	salQ	spcDK_like_cou	spcDK_like_glyc	strK_like1	strK_like2	subtilosin	t2clf	t2fas	t2ks	t2ks2	tabtoxin	terpene_cyclase	Terpene_synth_C	thiostrepton	TIGR03604	TIGR03651	TIGR03731	TIGR03793	TIGR03795	TIGR03798	TIGR03882	TIGR03975	TIGR04363	ToyB	TunD	vlmB	YcaO
sim_meta-36	367	1	17069	6	35	0	0	0	0	0	32	30	3	1886	0	0	0	120	12	727	0	0	206	2501	2507	16	20	36	0	74	0	0	14	6	1	18	0	0	0	64	172	23	1	1405	6	0	0	686	3750	306	263	2078	0	4	282	0	650	330	529	0	0	0	1	0	0	9	13	1114	1	0	1	62	0	0	0	0	0	1	0	0	1	0	0	0	0	0	148
sim_meta-37	424	0	15207	0	36	0	3	0	12	3	36	39	0	755	0	0	0	134	6	720	0	0	201	2645	2356	0	16	48	0	105	0	0	49	53	14	27	0	0	0	22	191	2	2	1467	2	0	0	1088	4088	273	475	2390	7	18	330	0	865	645	519	0	0	4	11	0	0	0	41	1153	45	1	0	96	30	0	0	0	0	0	0	3	0	0	6	0	0	13	83
sim_meta-38	384	0	14732	0	53	0	0	0	7	0	48	50	0	1505	0	8	0	73	24	724	0	0	217	2534	2409	0	16	56	0	81	0	0	43	38	9	27	0	0	0	35	347	24	0	1368	11	0	0	1263	4111	289	356	2227	10	23	195	0	1086	1062	569	0	25	4	8	4	0	0	65	1068	61	2	3	9	25	0	0	1	0	0	0	0	11	41	0	3	1	0	119
sim_meta-39	486	1	16827	4	65	0	0	0	46	0	52	39	0	1769	0	0	1	187	17	674	0	0	194	2695	2306	1	4	60	0	100	0	0	102	41	10	15	0	0	0	61	99	4	0	1330	4	0	0	984	3657	290	299	2253	25	6	350	0	943	1004	684	0	6	1	4	0	0	0	25	1132	23	1	2	86	23	0	0	0	0	0	0	3	4	22	1	0	1	6	129
sim_meta-4	434	3	17737	0	25	0	0	1	10	0	29	36	0	973	0	3	0	113	18	647	0	0	195	2277	2151	0	7	41	53	44	0	0	32	13	9	36	0	1	2	50	210	14	0	1265	14	0	0	1232	4526	231	391	2339	17	24	264	3	1214	1488	590	0	0	3	2	0	0	0	37	1030	80	0	2	73	45	0	0	0	0	0	14	1	1	15	0	0	5	0	103
sim_meta-40	381	0	17651	111	49	0	0	0	27	0	45	43	0	2362	0	3	0	187	20	648	0	0	163	2156	2021	0	13	39	14	105	0	0	33	53	16	2	0	0	4	32	147	19	4	1293	12	0	0	946	4430	202	397	2209	25	13	235	2	1085	1758	832	0	7	0	0	0	0	7	25	1263	50	16	1	42	54	2	0	1	0	0	0	3	4	36	0	2	0	0	173
sim_meta-41	293	6	12954	0	43	1	0	0	0	0	17	7	0	418	0	0	0	51	33	704	0	0	228	2090	2268	0	22	58	0	36	0	0	2	4	2	17	0	0	0	31	100	11	3	1221	0	0	0	325	3290	328	357	1929	0	10	281	0	616	208	322	0	0	0	0	0	0	0	27	1509	0	0	0	61	0	0	0	0	0	0	10	0	0	0	0	0	0	0	154
sim_meta-42	274	1	17772	26	17	0	0	1	3	0	59	41	0	2138	0	1	0	156	32	628	0	0	188	2203	2018	1	20	68	9	90	0	0	56	44	16	15	0	0	0	20	158	28	3	1299	5	0	0	1014	3713	284	360	2153	13	16	267	4	966	1194	741	0	0	5	3	0	0	0	35	1065	55	0	2	41	43	0	0	1	0	0	1	0	10	16	3	2	1	0	170
sim_meta-43	258	6	15252	4	15	0	0	0	1	0	50	28	0	1811	5	0	0	180	18	631	0	0	168	2675	2645	0	9	110	0	59	0	0	125	108	15	0	0	0	0	84	131	22	3	1431	3	0	0	756	3407	262	384	1979	10	0	207	8	676	547	668	0	0	0	1	1	0	0	90	1072	81	0	0	42	41	0	0	0	0	0	0	1	0	31	3	5	0	0	174
sim_meta-44	345	2	15088	64	50	0	0	0	5	0	27	26	6	970	0	0	0	112	23	738	0	0	205	2068	2422	16	20	17	0	108	0	0	12	3	2	13	0	0	0	57	157	8	5	1394	7	0	0	933	3900	281	511	2217	6	9	243	2	628	694	561	0	0	8	11	0	0	0	51	1204	69	7	0	41	9	0	0	5	0	9	0	0	6	0	0	0	1	0	189
sim_meta-45	423	1	16459	0	8	0	5	0	27	6	51	47	0	1568	0	3	0	135	15	691	9	1	201	2345	2243	0	0	22	23	150	0	0	23	25	6	16	0	1	6	49	148	27	0	1331	17	0	0	899	3858	294	368	2046	26	5	251	4	815	716	599	0	4	8	4	0	0	0	65	1170	106	0	0	47	21	0	0	1	0	1	0	3	0	14	0	0	0	0	132
sim_meta-46	736	17	21614	0	44	0	0	0	0	0	13	21	0	3185	0	0	0	69	32	755	7	0	220	2769	2696	0	0	78	0	56	0	0	91	13	7	73	53	7	0	30	1235	11	0	1213	24	0	0	2775	5233	336	347	2893	76	0	329	0	1401	1706	1126	0	0	9	4	9	0	0	73	1298	86	0	6	78	159	0	0	2	0	0	0	3	4	0	0	0	0	0	265
sim_meta-47	421	1	15509	3	56	0	0	0	16	4	30	24	0	1396	0	3	0	118	16	572	0	0	195	2189	1912	4	4	32	0	95	0	0	36	8	3	4	0	1	0	54	193	17	0	1375	5	0	0	1216	4176	330	545	2634	12	6	320	0	902	742	574	5	4	2	1	0	0	0	28	1236	26	1	1	84	24	0	0	1	0	0	1	2	25	42	0	0	0	0	155
sim_meta-48	283	1	16089	4	55	0	0	1	6	0	41	52	0	1247	0	13	0	134	30	624	0	0	184	2364	2133	0	17	54	0	111	1	0	51	61	16	8	0	1	0	44	209	23	0	1308	3	1	0	867	4189	293	657	2229	19	5	254	0	1033	1161	591	0	22	3	4	0	0	0	25	1238	41	0	4	34	37	1	0	1	0	0	0	2	6	63	1	1	0	0	178
sim_meta-49	229	1	13094	12	100	0	0	0	0	0	24	52	0	598	0	0	0	98	3	804	0	0	196	2363	2600	0	11	51	0	106	0	1	8	6	0	19	0	0	0	31	114	20	2	1600	2	0	0	352	3373	285	185	2130	23	0	184	3	625	672	370	0	0	5	5	0	0	0	0	1378	3	0	0	47	2	0	0	2	0	0	0	2	0	0	0	0	0	0	119
sim_meta-5	247	0	12056	0	62	0	0	0	0	0	38	39	0	1253	0	4	0	207	24	753	0	0	182	2313	2239	0	0	16	32	137	0	0	11	0	0	4	0	0	0	23	97	4	0	1341	10	0	0	829	3149	262	433	1871	13	0	268	6	794	615	557	0	0	7	2	0	0	19	23	1434	44	0	0	97	15	0	0	0	0	0	0	6	0	9	0	0	5	0	80
sim_meta-50	302	2	13503	4	71	0	0	0	0	0	31	49	0	975	17	1	0	94	21	563	2	0	165	2361	2423	0	7	23	13	147	0	0	27	2	0	2	0	0	2	30	181	28	0	1280	12	0	0	781	3651	325	472	2142	1	13	262	2	772	559	497	0	0	3	3	0	0	0	37	1441	53	1	1	69	16	0	0	2	0	0	0	8	6	2	0	0	3	0	140
sim_meta-51	365	1	16617	0	22	0	0	1	12	0	26	22	0	2051	0	8	0	129	24	685	1	0	187	2215	2195	0	17	94	0	99	0	0	40	42	8	24	22	0	0	57	334	8	4	1299	9	0	0	1087	3909	250	404	1977	25	7	193	10	1189	1248	831	0	0	1	3	0	0	0	18	1124	31	0	5	31	31	0	0	2	0	0	4	1	0	4	0	1	3	5	180
sim_meta-52	393	10	17366	211	20	0	0	0	0	0	59	58	0	1447	0	0	0	162	9	793	0	0	152	2617	2556	0	61	110	0	115	0	0	133	145	18	9	0	0	0	24	159	11	5	1372	10	0	0	1023	3896	224	732	1891	7	52	270	8	998	1807	823	0	9	3	6	0	0	0	94	1190	110	26	0	63	101	0	0	0	0	0	8	0	18	62	9	4	0	0	324
sim_meta-53	367	0	15297	50	61	0	0	0	9	0	41	64	0	1527	0	4	0	124	26	668	0	0	184	2341	2192	0	13	51	0	94	0	0	30	7	2	19	0	0	0	43	199	14	3	1286	5	0	0	1278	3985	313	332	2212	12	16	363	5	1038	1295	627	0	10	4	2	0	0	0	54	1327	63	13	6	55	45	0	0	0	0	0	0	4	11	8	0	0	1	0	192
sim_meta-54	412	4	17638	7	47	0	0	0	0	0	33	33	0	1720	0	8	0	117	22	628	0	0	164	2242	2214	0	20	76	13	73	0	0	80	86	26	10	0	1	1	28	262	14	2	1303	22	0	0	1125	4040	260	546	2034	31	12	234	3	1180	1273	736	0	6	1	1	0	0	0	53	1204	50	0	1	34	54	0	0	1	0	0	1	1	3	44	1	6	10	0	217
sim_meta-55	280	2	15743	20	25	0	0	0	0	0	30	30	0	1495	0	0	0	77	24	681	0	0	176	2577	2538	2	11	72	0	166	0	0	80	54	13	15	0	0	0	15	218	37	0	1338	4	0	0	726	3710	280	347	2049	7	2	250	0	720	719	574	0	0	1	3	0	0	0	40	1164	37	0	0	90	16	0	0	6	0	0	0	11	7	15	4	5	0	0	230
sim_meta-56	466	1	16161	58	44	0	0	0	1	0	38	41	0	1742	0	5	0	123	18	654	0	0	166	2376	2462	0	8	69	33	90	0	0	81	32	8	41	10	0	2	29	426	12	0	1403	15	0	0	1614	4270	303	382	2376	26	13	262	0	1107	1523	755	7	0	5	0	0	0	0	38	1445	74	9	3	60	100	0	0	0	0	1	0	1	0	0	0	0	6	0	204
sim_meta-57	347	0	15619	0	55	0	0	0	39	0	32	37	0	1629	0	0	0	171	13	641	0	0	181	2287	2175	0	3	3	0	146	0	0	35	49	6	5	0	0	0	61	156	15	0	1457	6	0	0	644	4187	289	634	2012	44	9	242	0	824	574	523	0	13	3	4	3	0	0	0	1208	2	0	1	25	26	0	0	3	0	0	3	0	0	41	0	1	1	0	226
sim_meta-58	334	0	15325	0	45	0	0	0	0	0	37	32	0	1177	0	0	0	116	2	752	0	0	204	2413	2455	0	18	53	0	120	0	0	23	42	5	7	0	0	0	72	277	24	0	1247	6	0	0	790	3569	274	329	2197	12	0	323	8	658	390	494	0	0	0	0	0	0	0	14	1161	10	0	0	49	13	0	0	3	0	0	0	1	0	7	2	2	0	4	105
sim_meta-59	491	0	15095	17	53	0	0	0	0	0	48	77	6	1964	0	0	0	85	16	688	0	0	203	2063	2461	0	0	52	0	282	0	0	42	74	14	18	12	3	0	15	438	67	1	1373	14	0	0	1202	4597	283	591	2709	31	0	249	0	1032	1340	807	0	12	4	10	4	0	0	22	1251	19	0	2	58	73	0	0	1	0	0	0	4	1	62	0	0	1	0	262
sim_meta-6	326	0	15505	45	65	0	0	1	21	0	47	53	0	1960	0	2	0	71	6	654	0	0	189	2530	1983	0	5	34	23	96	0	1	32	11	5	19	0	2	1	25	119	44	1	1219	9	0	0	550	3580	279	447	2114	4	14	255	0	842	1007	674	0	0	2	0	0	0	3	15	1238	41	9	0	25	31	0	0	0	0	1	0	0	0	0	0	0	1	0	124
sim_meta-60	459	5	18228	36	50	0	0	2	6	0	26	34	0	2454	0	2	0	143	34	695	0	0	188	2369	2212	0	16	96	16	112	0	1	84	33	10	22	12	3	0	16	557	21	0	1215	13	1	0	1777	4437	260	412	2425	26	8	247	2	1290	1701	950	0	5	2	0	2	0	0	55	1351	92	4	5	42	100	0	0	1	0	0	0	1	11	18	1	3	3	0	246
sim_meta-61	405	0	19002	2	69	0	0	2	10	0	29	33	0	2489	11	0	0	171	40	540	0	0	189	2402	1879	3	6	76	0	144	0	0	95	119	21	44	0	0	0	22	220	23	0	1250	4	0	0	1268	4209	314	542	2401	13	22	314	0	1273	1414	847	0	0	2	0	0	0	0	39	1204	39	0	1	67	39	0	0	4	0	0	0	1	0	0	2	0	1	15	155
