sample	A.OX	AfsA	AMP.binding	ATd	Autoind_synth	bacilysin	Bacteriocin_II	Bacteriocin_IIc	Bacteriocin_IId	BLS	bt1fas	CAS	Chal_sti_synt_C	Chal_sti_synt_N	Condensation	cyanobactin_synth	cycdipepsynth	dmat	DUF1205	DUF692	ectoine_synt	fabH	fom1	Glyco_transf_28	Glycos_transf_1	Glycos_transf_2	goadsporin_like	hglD	hglE	indsynth	IucA_IucC	L_biotic_typeA	Lactococcin_972	LANC_like	Lant_dehyd_C	Lant_dehyd_N	Linocin_M18	LipV	Lycopene_cycl	MGT	micJ25	mvd_mst	NAD_binding_4	NapT7	novH	PF00067	PF00106	PF02441	PF04820	PF13561	PF13575	phosphonates	phytoene_synt	phzB	PKS_AT	PKS_KS	PP.binding	salQ	skfc	spcDK_like_cou	spcDK_like_glyc	strK_like1	strK_like2	subtilosin	t2clf	t2fas	t2ks	t2ks2	tabtoxin	terpene_cyclase	Terpene_synth_C	TIGR03601	TIGR03602	TIGR03603	TIGR03604	TIGR03605	TIGR03651	TIGR03678	TIGR03693	TIGR03731	TIGR03793	TIGR03798	TIGR03882	TIGR03975	TIGR04363	ToyB	TunD	YcaO
sim_meta-26	178	0	10088	0	5	0	2	12	0	0	0	0	23	19	581	8	0	0	0	209	27	852	3	271	1949	2525	0	0	0	0	8	6	0	36	4	0	10	0	60	88	9	0	1398	1	0	635	3830	265	309	2141	74	0	180	0	554	36	319	0	0	1	1	0	0	0	0	1489	0	4	0	6	0	0	1	49	0	0	0	5	0	3	0	12	2	0	0	0	2	195
sim_meta-27	434	4	15507	100	46	0	2	12	0	0	2	0	24	46	3873	10	0	0	0	258	40	815	0	183	2188	2078	0	57	104	41	112	0	3	72	94	19	32	0	21	174	21	0	1407	4	0	770	3413	298	844	1693	75	32	207	2	1255	2024	1208	10	0	1	0	0	0	0	14	1515	26	0	2	51	56	0	0	16	1	0	4	0	2	0	0	2	2	56	0	0	0	161
sim_meta-28	203	4	10238	0	43	0	0	0	0	0	23	0	15	30	1153	0	0	0	0	195	10	793	0	201	2446	2285	0	16	21	0	227	0	8	17	30	5	0	0	77	137	11	0	1222	2	0	464	2648	338	1312	1539	0	20	134	0	578	128	424	17	0	0	0	0	0	0	0	1414	0	0	1	72	1	0	0	61	0	9	0	0	0	0	0	24	0	0	0	0	1	178
sim_meta-29	185	12	13208	0	17	0	0	0	0	0	0	0	38	57	1719	0	0	0	0	244	12	972	0	251	2539	2374	0	58	74	66	48	2	0	74	297	52	0	0	250	282	15	0	1639	7	0	990	3192	311	1125	1599	43	0	212	20	1264	1188	757	31	0	0	4	0	0	6	28	1432	28	0	5	1	6	0	0	0	7	0	0	0	9	0	0	16	0	0	4	2	1	236
sim_meta-3	252	0	12266	0	5	0	0	0	0	0	0	0	22	17	891	0	0	0	0	145	30	1019	0	170	2634	2936	0	22	48	0	57	0	0	34	45	8	32	0	115	99	4	0	1512	7	0	913	3296	280	542	1762	0	11	234	6	997	863	524	0	0	2	0	0	0	0	0	1386	19	0	1	52	28	0	0	0	0	0	0	0	0	0	0	16	0	18	0	0	1	94
sim_meta-30	99	0	8135	0	21	0	0	0	0	0	0	0	29	38	536	0	5	0	0	130	5	944	0	169	2890	3114	0	53	125	0	100	0	1	19	4	0	0	0	132	121	10	0	1413	2	0	488	2616	263	847	1760	5	29	129	0	648	230	445	0	0	0	0	0	0	0	0	1506	7	0	3	12	14	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	51
sim_meta-31	189	4	11425	12	19	0	1	0	0	0	10	0	21	29	958	6	0	0	0	203	36	893	1	200	2443	2677	0	47	41	54	92	0	0	62	176	41	12	0	115	251	19	0	1483	7	0	925	3049	307	620	1932	45	13	255	0	948	993	545	27	0	1	5	0	0	0	21	1439	21	2	4	39	22	0	0	0	0	0	0	1	0	0	2	7	0	0	3	3	0	171
sim_meta-32	171	0	11116	111	18	16	0	1	0	0	12	0	41	74	1341	0	0	0	0	119	31	850	0	186	2244	2514	0	32	44	26	71	1	0	8	5	0	22	0	92	171	15	0	1441	0	0	715	2853	289	556	1891	3	14	213	0	611	608	532	16	0	2	0	0	0	23	0	1468	4	29	0	36	0	0	0	11	4	1	0	0	10	0	0	15	0	0	0	0	0	114
sim_meta-33	399	0	13414	166	58	12	0	0	0	0	0	0	44	75	2875	0	0	0	0	152	19	944	0	185	2463	2642	0	76	75	0	75	1	0	93	69	11	16	0	79	158	15	0	1516	3	0	895	3449	294	624	2252	32	19	201	0	900	1271	981	0	0	0	1	0	0	13	0	1444	4	32	1	49	21	0	0	0	0	0	1	0	0	2	0	7	8	25	0	0	0	123
sim_meta-34	267	3	12410	9	30	0	1	5	0	0	8	0	32	47	468	8	0	0	0	219	34	785	0	204	2149	2299	0	37	45	0	69	0	0	13	0	0	17	0	141	88	20	0	1338	5	0	747	3453	323	828	1978	10	17	242	0	589	308	355	6	0	2	4	0	0	0	0	1447	7	3	0	37	0	0	0	11	0	0	0	1	0	0	0	24	0	0	0	0	0	139
sim_meta-35	213	2	11298	3	47	0	0	0	1	0	0	0	44	41	1188	1	0	0	0	183	29	814	0	219	2560	2393	0	39	83	8	38	0	0	19	8	2	26	0	70	83	39	0	1360	5	0	628	3252	318	583	1875	4	17	208	0	598	433	454	0	0	4	0	0	0	2	0	1306	10	0	1	49	0	0	0	0	1	0	0	0	2	0	1	14	1	1	0	0	0	110
sim_meta-36	190	0	11105	32	26	11	0	0	0	0	0	0	16	27	1443	0	0	0	0	132	27	799	0	204	2917	2480	0	13	46	0	49	0	0	2	3	0	9	0	83	129	32	0	1462	0	0	562	2660	325	545	1567	2	29	165	25	702	473	582	0	0	2	1	0	0	4	0	1398	7	14	7	33	11	0	0	0	0	0	0	0	0	0	1	17	5	10	0	0	1	91
sim_meta-37	212	8	10232	48	39	15	0	0	0	0	10	0	39	53	943	0	0	0	0	142	25	954	0	193	2748	2658	0	22	60	0	65	0	0	16	5	0	12	0	133	174	18	0	1531	1	0	401	3162	280	608	2012	2	6	270	0	654	511	487	5	0	4	1	0	0	8	0	1270	2	12	0	9	9	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	56
sim_meta-38	182	1	11434	0	18	0	0	0	0	0	0	0	27	39	436	0	0	0	0	149	86	928	4	173	2986	2553	0	30	81	0	43	0	0	7	6	3	23	0	161	36	27	0	1392	0	0	583	3192	315	731	2024	0	6	243	2	689	283	344	0	0	0	0	0	0	0	0	1430	6	0	3	46	6	0	0	0	0	0	0	0	0	0	1	10	0	11	0	1	0	117
sim_meta-39	178	0	10906	118	14	0	1	5	0	0	13	0	28	59	2667	0	0	0	0	40	23	696	0	202	3329	3289	0	0	51	0	55	0	2	75	68	6	6	0	105	125	22	0	1512	4	0	607	3134	264	648	1606	6	0	119	0	769	756	718	6	0	3	2	0	0	2	0	1538	4	11	11	5	33	1	1	14	4	0	1	0	8	3	1	10	0	0	0	0	1	73
sim_meta-4	343	5	13177	13	23	0	0	1	0	0	13	0	34	61	2566	0	0	0	0	183	16	828	0	180	2348	2419	1	22	46	18	95	0	2	98	56	14	30	0	103	113	27	0	1452	0	0	634	3272	275	716	1784	113	15	172	5	939	941	770	9	1	0	0	0	0	0	0	1394	11	0	7	19	31	0	0	0	0	0	8	0	0	0	10	37	5	28	0	0	0	145
sim_meta-40	325	0	11568	72	27	0	0	0	0	16	2	19	31	43	2331	8	0	0	0	229	31	1010	0	181	2236	2003	0	110	108	31	158	0	0	24	21	6	15	3	76	132	13	0	1385	6	0	589	2649	262	680	1466	16	19	159	0	1032	1255	837	0	0	0	0	0	0	5	30	1502	26	2	2	56	25	0	0	0	0	0	2	3	0	0	0	10	0	33	0	0	2	151
sim_meta-41	222	17	12964	13	17	0	0	0	0	0	0	0	21	17	916	45	0	0	0	215	15	786	0	223	2387	2479	0	22	48	0	90	0	0	3	215	35	12	0	65	168	3	0	1383	1	0	1126	3255	377	1038	1578	3	8	165	0	1105	925	601	32	0	1	1	0	0	5	85	1463	80	0	1	44	0	0	0	0	3	0	0	0	4	0	0	0	15	58	0	0	1	195
sim_meta-42	318	4	10902	0	32	0	1	0	0	0	10	0	35	47	1069	0	0	0	0	176	41	821	0	217	2662	2490	0	37	45	0	61	0	3	11	2	0	48	0	139	28	14	0	1371	1	0	537	3365	267	640	2110	10	0	147	3	676	212	530	0	0	2	0	0	0	0	0	1494	6	0	1	3	8	0	0	0	0	0	5	0	0	0	0	11	0	0	0	2	1	114
sim_meta-43	203	1	9353	7	17	0	0	0	0	0	15	0	26	34	1218	11	0	0	0	120	25	915	0	221	2844	2965	0	65	111	12	100	0	5	16	0	0	6	0	187	109	11	3	1314	6	0	615	2745	252	894	1827	4	14	183	0	664	372	517	0	0	1	1	0	0	0	0	1437	6	0	0	28	7	0	0	24	0	3	0	2	0	0	0	13	0	0	0	0	1	108
sim_meta-44	255	5	12003	6	27	0	0	0	0	11	9	9	41	45	1620	0	0	0	0	166	40	912	2	177	2469	2386	0	76	71	0	73	0	0	30	48	7	12	0	129	126	7	0	1457	2	0	712	3032	296	889	1741	24	0	198	1	753	490	577	3	0	4	0	0	0	1	18	1611	43	0	1	54	15	0	0	0	0	0	0	0	0	0	0	16	2	18	0	0	1	165
sim_meta-45	237	4	13315	3	30	0	0	0	0	0	8	0	14	21	2151	1	0	0	0	162	20	853	4	230	2426	2734	0	40	57	0	99	0	0	30	3	1	15	0	107	84	24	0	1286	1	0	685	3147	314	889	2007	10	37	248	0	650	232	654	2	1	1	2	0	0	0	0	1532	9	1	0	81	0	0	0	0	0	0	2	0	0	0	0	18	0	4	0	0	1	109
sim_meta-46	161	0	10900	122	18	0	0	0	0	0	0	0	26	32	2048	2	2	0	0	207	24	930	0	226	2240	2404	0	44	60	0	60	0	0	61	65	12	2	0	188	76	26	0	1242	0	0	583	3375	371	1294	1642	0	0	148	0	669	553	621	0	0	0	0	0	0	0	0	1306	0	17	2	2	0	0	0	0	0	0	0	0	0	5	5	7	0	0	0	2	0	98
sim_meta-47	241	1	11294	4	43	0	0	0	0	0	1	0	30	56	1089	0	0	0	0	167	23	816	0	176	2237	2331	0	55	80	0	69	0	2	21	20	1	22	0	143	51	32	0	1402	0	0	526	2991	326	618	1879	6	18	187	11	628	222	519	0	3	0	1	0	0	0	0	1514	1	0	3	36	1	0	0	0	3	0	3	0	10	1	0	6	0	0	0	1	1	151
